"x"	"variable"	"value"
681	"both"	47.2
682	"both"	47.8
683	"both"	47.8
684	"both"	47.2
685	"both"	47.2
686	"both"	47.8
687	"both"	47.8
688	"both"	47.8
689	"both"	47.8
690	"both"	47.8
691	"both"	47.2
692	"both"	47.8
693	"both"	47.8
694	"both"	47.2
695	"both"	47.2
696	"both"	47.2
697	"both"	47.8
698	"both"	47.2
699	"both"	47.2
700	"both"	47.2
701	"both"	47.8
702	"both"	47.8
703	"both"	47.2
704	"both"	47.8
705	"both"	48.3
706	"both"	47.2
707	"both"	47.2
708	"both"	47.2
709	"both"	47.8
710	"both"	47.2
711	"both"	47.8
712	"both"	47.8
713	"both"	48.3
714	"both"	47.8
715	"both"	47.2
716	"both"	47.8
717	"both"	47.8
718	"both"	47.8
719	"both"	47.8
720	"both"	47.8
1	"fan"	45.1
2	"fan"	45.1
3	"fan"	45.1
4	"fan"	45.1
5	"fan"	45.1
6	"fan"	45.1
7	"fan"	44
8	"fan"	44.5
9	"fan"	45.1
10	"fan"	44.5
11	"fan"	44.5
12	"fan"	44
13	"fan"	44.5
14	"fan"	44.5
15	"fan"	44.5
16	"fan"	44.5
17	"fan"	44
18	"fan"	44
19	"fan"	44
20	"fan"	44
21	"fan"	47.2
22	"fan"	48.3
23	"fan"	51
24	"fan"	52.1
25	"fan"	53.7
26	"fan"	53.7
27	"fan"	54.8
28	"fan"	55.8
29	"fan"	56.4
30	"fan"	55.8
31	"fan"	56.9
32	"fan"	58
33	"fan"	58
34	"fan"	58
35	"fan"	58.5
36	"fan"	59.1
37	"fan"	59.1
38	"fan"	59.1
39	"fan"	59.6
40	"fan"	60.1
41	"fan"	59.6
42	"fan"	59.6
43	"fan"	59.6
44	"fan"	60.1
45	"fan"	60.7
46	"fan"	60.1
47	"fan"	60.7
48	"fan"	61.2
49	"fan"	60.7
50	"fan"	61.2
51	"fan"	61.2
52	"fan"	61.2
53	"fan"	61.2
54	"fan"	61.2
55	"fan"	61.2
56	"fan"	61.2
57	"fan"	61.8
58	"fan"	61.2
59	"fan"	62.3
60	"fan"	61.8
61	"fan"	61.8
62	"fan"	61.8
63	"fan"	62.3
64	"fan"	61.2
65	"fan"	62.3
66	"fan"	61.8
67	"fan"	62.3
68	"fan"	62.3
69	"fan"	62.3
70	"fan"	62.3
71	"fan"	62.3
72	"fan"	62.3
73	"fan"	62.3
74	"fan"	62.3
75	"fan"	62.3
76	"fan"	62.3
77	"fan"	62.3
78	"fan"	62.3
79	"fan"	62.3
80	"fan"	62.3
81	"fan"	62.3
82	"fan"	62.3
83	"fan"	62.3
84	"fan"	62.3
85	"fan"	62.8
86	"fan"	62.8
87	"fan"	62.8
88	"fan"	62.8
89	"fan"	62.8
90	"fan"	62.3
91	"fan"	62.8
92	"fan"	62.3
93	"fan"	62.3
94	"fan"	63.4
95	"fan"	62.8
96	"fan"	62.8
97	"fan"	62.3
98	"fan"	62.8
99	"fan"	62.8
100	"fan"	63.4
101	"fan"	63.4
102	"fan"	62.3
103	"fan"	62.8
104	"fan"	62.3
105	"fan"	62.3
106	"fan"	62.3
107	"fan"	62.8
108	"fan"	62.3
109	"fan"	62.3
110	"fan"	63.4
111	"fan"	62.8
112	"fan"	63.4
113	"fan"	63.4
114	"fan"	63.4
115	"fan"	63.4
116	"fan"	62.3
117	"fan"	63.4
118	"fan"	62.8
119	"fan"	62.3
120	"fan"	62.8
121	"fan"	62.8
122	"fan"	63.4
123	"fan"	63.4
124	"fan"	63.4
125	"fan"	63.4
126	"fan"	63.4
127	"fan"	63.4
128	"fan"	62.8
129	"fan"	62.8
130	"fan"	62.8
131	"fan"	62.8
132	"fan"	62.3
133	"fan"	62.3
134	"fan"	62.3
135	"fan"	63.4
136	"fan"	62.3
137	"fan"	62.8
138	"fan"	62.3
139	"fan"	63.4
140	"fan"	62.8
141	"fan"	62.8
142	"fan"	62.3
143	"fan"	63.4
144	"fan"	63.4
145	"fan"	63.4
146	"fan"	63.4
147	"fan"	62.8
148	"fan"	63.4
149	"fan"	62.8
150	"fan"	62.8
151	"fan"	63.4
152	"fan"	63.4
153	"fan"	62.8
154	"fan"	62.3
155	"fan"	62.8
156	"fan"	62.8
157	"fan"	63.4
158	"fan"	63.4
159	"fan"	62.3
160	"fan"	63.4
161	"fan"	63.4
162	"fan"	62.8
163	"fan"	62.8
164	"fan"	62.3
165	"fan"	62.8
166	"fan"	62.3
167	"fan"	63.4
168	"fan"	62.3
169	"fan"	62.3
170	"fan"	62.8
171	"fan"	62.8
172	"fan"	62.8
173	"fan"	62.3
174	"fan"	62.8
175	"fan"	62.8
176	"fan"	62.3
177	"fan"	62.3
178	"fan"	63.4
179	"fan"	62.8
180	"fan"	62.3
181	"fan"	63.4
182	"fan"	62.3
183	"fan"	62.8
184	"fan"	62.8
185	"fan"	62.3
186	"fan"	62.3
187	"fan"	62.8
188	"fan"	62.8
189	"fan"	62.8
190	"fan"	62.8
191	"fan"	62.8
192	"fan"	62.8
193	"fan"	62.3
194	"fan"	62.3
195	"fan"	62.8
196	"fan"	62.3
197	"fan"	62.8
198	"fan"	63.4
199	"fan"	62.8
200	"fan"	62.8
201	"fan"	63.4
202	"fan"	62.3
203	"fan"	63.4
204	"fan"	62.8
205	"fan"	62.8
206	"fan"	62.8
207	"fan"	62.8
208	"fan"	62.8
209	"fan"	63.4
210	"fan"	62.8
211	"fan"	62.3
212	"fan"	62.8
213	"fan"	62.8
214	"fan"	63.4
215	"fan"	63.4
216	"fan"	63.4
217	"fan"	62.8
218	"fan"	63.4
219	"fan"	63.4
220	"fan"	63.4
221	"fan"	63.4
222	"fan"	63.4
223	"fan"	62.8
224	"fan"	62.8
225	"fan"	63.4
226	"fan"	63.4
227	"fan"	62.3
228	"fan"	62.3
229	"fan"	63.4
230	"fan"	63.4
231	"fan"	62.3
232	"fan"	63.4
233	"fan"	62.8
234	"fan"	62.8
235	"fan"	62.8
236	"fan"	63.4
237	"fan"	62.8
238	"fan"	62.8
239	"fan"	62.3
240	"fan"	62.8
241	"fan"	62.3
242	"fan"	62.8
243	"fan"	63.4
244	"fan"	62.3
245	"fan"	62.3
246	"fan"	62.8
247	"fan"	62.8
248	"fan"	62.8
249	"fan"	62.8
250	"fan"	62.8
251	"fan"	62.8
252	"fan"	62.8
253	"fan"	62.3
254	"fan"	62.3
255	"fan"	63.4
256	"fan"	62.3
257	"fan"	62.8
258	"fan"	62.8
259	"fan"	63.4
260	"fan"	63.4
261	"fan"	62.3
262	"fan"	62.8
263	"fan"	63.4
264	"fan"	62.8
265	"fan"	62.3
266	"fan"	62.8
267	"fan"	62.8
268	"fan"	63.4
269	"fan"	62.8
270	"fan"	62.3
271	"fan"	62.8
272	"fan"	62.8
273	"fan"	63.4
274	"fan"	63.4
275	"fan"	63.4
276	"fan"	63.4
277	"fan"	62.8
278	"fan"	63.4
279	"fan"	63.4
280	"fan"	62.8
281	"fan"	63.4
282	"fan"	62.3
283	"fan"	63.4
284	"fan"	62.8
285	"fan"	62.3
286	"fan"	62.8
287	"fan"	62.8
288	"fan"	62.8
289	"fan"	62.3
290	"fan"	62.3
291	"fan"	62.3
292	"fan"	62.3
293	"fan"	62.8
294	"fan"	62.8
295	"fan"	62.3
296	"fan"	62.8
297	"fan"	63.4
298	"fan"	62.3
299	"fan"	62.8
300	"fan"	63.4
301	"fan"	63.4
302	"fan"	62.8
303	"fan"	62.3
304	"fan"	62.8
305	"fan"	62.8
306	"fan"	63.4
307	"fan"	63.4
308	"fan"	63.4
309	"fan"	63.4
310	"fan"	62.8
311	"fan"	62.3
312	"fan"	62.8
313	"fan"	63.4
314	"fan"	62.8
315	"fan"	62.8
316	"fan"	62.8
317	"fan"	62.3
318	"fan"	62.8
319	"fan"	62.8
320	"fan"	62.3
321	"fan"	63.4
322	"fan"	62.8
323	"fan"	62.8
324	"fan"	62.8
325	"fan"	62.8
326	"fan"	62.3
327	"fan"	62.8
328	"fan"	62.3
329	"fan"	62.8
330	"fan"	63.4
331	"fan"	62.3
332	"fan"	62.8
333	"fan"	62.3
334	"fan"	62.3
335	"fan"	62.8
336	"fan"	62.3
337	"fan"	62.3
338	"fan"	62.8
339	"fan"	62.3
340	"fan"	62.3
341	"fan"	62.8
342	"fan"	62.3
343	"fan"	62.3
344	"fan"	62.3
345	"fan"	62.3
346	"fan"	62.3
347	"fan"	62.3
348	"fan"	63.4
349	"fan"	63.4
350	"fan"	63.4
351	"fan"	62.3
352	"fan"	63.4
353	"fan"	62.3
354	"fan"	62.8
355	"fan"	62.3
356	"fan"	62.8
357	"fan"	62.3
358	"fan"	62.8
359	"fan"	62.3
360	"fan"	62.3
361	"fan"	62.8
362	"fan"	63.4
363	"fan"	62.8
364	"fan"	62.8
365	"fan"	62.8
366	"fan"	62.3
367	"fan"	62.8
368	"fan"	63.4
369	"fan"	62.8
370	"fan"	62.3
371	"fan"	62.8
372	"fan"	62.3
373	"fan"	62.8
374	"fan"	62.8
375	"fan"	62.8
376	"fan"	62.8
377	"fan"	62.3
378	"fan"	62.3
379	"fan"	62.3
380	"fan"	62.3
381	"fan"	62.3
382	"fan"	62.3
383	"fan"	62.3
384	"fan"	62.8
385	"fan"	63.4
386	"fan"	62.3
387	"fan"	62.3
388	"fan"	62.8
389	"fan"	62.3
390	"fan"	62.3
391	"fan"	62.3
392	"fan"	62.8
393	"fan"	62.3
394	"fan"	62.3
395	"fan"	62.3
396	"fan"	62.8
397	"fan"	62.3
398	"fan"	62.8
399	"fan"	62.8
400	"fan"	62.8
401	"fan"	62.3
402	"fan"	62.3
403	"fan"	62.8
404	"fan"	62.3
405	"fan"	62.3
406	"fan"	62.8
407	"fan"	62.3
408	"fan"	63.4
409	"fan"	62.8
410	"fan"	62.3
411	"fan"	63.4
412	"fan"	62.3
413	"fan"	63.4
414	"fan"	62.3
415	"fan"	62.3
416	"fan"	62.3
417	"fan"	62.8
418	"fan"	62.3
419	"fan"	62.3
420	"fan"	62.3
421	"fan"	62.3
422	"fan"	62.3
423	"fan"	62.3
424	"fan"	62.8
425	"fan"	62.3
426	"fan"	62.8
427	"fan"	62.3
428	"fan"	62.8
429	"fan"	62.3
430	"fan"	62.3
431	"fan"	62.3
432	"fan"	62.8
433	"fan"	62.3
434	"fan"	62.8
435	"fan"	62.3
436	"fan"	62.8
437	"fan"	62.3
438	"fan"	62.3
439	"fan"	63.4
440	"fan"	62.3
441	"fan"	62.3
442	"fan"	62.8
443	"fan"	62.3
444	"fan"	62.3
445	"fan"	62.3
446	"fan"	63.4
447	"fan"	62.3
448	"fan"	62.3
449	"fan"	62.8
450	"fan"	62.3
451	"fan"	62.8
452	"fan"	62.3
453	"fan"	62.3
454	"fan"	62.3
455	"fan"	62.8
456	"fan"	62.3
457	"fan"	62.3
458	"fan"	62.3
459	"fan"	62.8
460	"fan"	62.8
461	"fan"	62.8
462	"fan"	62.3
463	"fan"	62.3
464	"fan"	62.8
465	"fan"	62.8
466	"fan"	62.3
467	"fan"	62.3
468	"fan"	62.3
469	"fan"	62.8
470	"fan"	62.3
471	"fan"	62.3
472	"fan"	62.8
473	"fan"	62.8
474	"fan"	62.8
475	"fan"	62.3
476	"fan"	62.3
477	"fan"	62.3
478	"fan"	62.3
479	"fan"	62.3
480	"fan"	62.3
481	"fan"	62.8
482	"fan"	62.3
483	"fan"	62.3
484	"fan"	62.3
485	"fan"	62.3
486	"fan"	62.8
487	"fan"	62.3
488	"fan"	62.8
489	"fan"	62.8
490	"fan"	62.3
491	"fan"	62.3
492	"fan"	62.8
493	"fan"	62.3
494	"fan"	62.8
495	"fan"	62.8
496	"fan"	62.8
497	"fan"	62.3
498	"fan"	62.8
499	"fan"	62.3
500	"fan"	62.3
501	"fan"	62.8
502	"fan"	63.4
503	"fan"	62.3
504	"fan"	62.3
505	"fan"	62.3
506	"fan"	63.4
507	"fan"	62.8
508	"fan"	62.3
509	"fan"	62.3
510	"fan"	62.3
511	"fan"	62.3
512	"fan"	62.3
513	"fan"	62.3
514	"fan"	62.3
515	"fan"	62.3
516	"fan"	62.3
517	"fan"	62.3
518	"fan"	62.8
519	"fan"	62.3
520	"fan"	62.8
521	"fan"	62.3
522	"fan"	62.3
523	"fan"	62.3
524	"fan"	62.8
525	"fan"	62.8
526	"fan"	62.3
527	"fan"	62.3
528	"fan"	62.3
529	"fan"	62.3
530	"fan"	62.3
531	"fan"	62.3
532	"fan"	62.3
533	"fan"	62.3
534	"fan"	62.3
535	"fan"	62.8
536	"fan"	62.3
537	"fan"	62.8
538	"fan"	62.3
539	"fan"	62.3
540	"fan"	62.3
541	"fan"	62.3
542	"fan"	62.3
543	"fan"	61.8
544	"fan"	62.3
545	"fan"	62.8
546	"fan"	62.8
547	"fan"	62.8
548	"fan"	61.8
549	"fan"	62.8
550	"fan"	62.3
551	"fan"	62.3
552	"fan"	62.3
553	"fan"	62.3
554	"fan"	62.3
555	"fan"	62.3
556	"fan"	62.8
557	"fan"	62.3
558	"fan"	62.8
559	"fan"	62.8
560	"fan"	62.3
561	"fan"	62.8
562	"fan"	63.4
563	"fan"	62.8
564	"fan"	62.8
565	"fan"	62.8
566	"fan"	62.3
567	"fan"	62.3
568	"fan"	62.3
569	"fan"	62.3
570	"fan"	62.3
571	"fan"	62.8
572	"fan"	62.8
573	"fan"	62.3
574	"fan"	63.4
575	"fan"	62.8
576	"fan"	62.8
577	"fan"	62.8
578	"fan"	62.8
579	"fan"	62.8
580	"fan"	62.3
581	"fan"	62.8
582	"fan"	62.3
583	"fan"	62.3
584	"fan"	62.8
585	"fan"	62.3
586	"fan"	62.3
587	"fan"	62.3
588	"fan"	62.8
589	"fan"	62.3
590	"fan"	62.3
591	"fan"	62.8
592	"fan"	62.8
593	"fan"	62.3
594	"fan"	62.8
595	"fan"	62.3
596	"fan"	62.3
597	"fan"	62.8
598	"fan"	62.3
599	"fan"	62.8
600	"fan"	63.4
601	"fan"	62.8
602	"fan"	62.3
603	"fan"	62.8
604	"fan"	62.8
605	"fan"	62.3
606	"fan"	62.8
607	"fan"	62.8
608	"fan"	62.3
609	"fan"	62.3
610	"fan"	62.3
611	"fan"	62.3
612	"fan"	62.8
613	"fan"	62.3
614	"fan"	62.3
615	"fan"	62.3
616	"fan"	62.8
617	"fan"	62.3
618	"fan"	62.3
619	"fan"	62.3
620	"fan"	62.3
621	"fan"	62.3
622	"fan"	62.8
623	"fan"	62.3
624	"fan"	62.8
625	"fan"	62.8
626	"fan"	62.3
627	"fan"	62.8
628	"fan"	62.3
629	"fan"	62.3
630	"fan"	62.8
631	"fan"	62.3
632	"fan"	62.8
633	"fan"	62.3
634	"fan"	62.3
635	"fan"	62.3
636	"fan"	62.8
637	"fan"	62.3
638	"fan"	62.3
639	"fan"	62.8
640	"fan"	62.3
641	"fan"	62.8
642	"fan"	62.8
643	"fan"	62.3
644	"fan"	62.3
645	"fan"	62.3
646	"fan"	62.3
647	"fan"	62.3
648	"fan"	62.8
649	"fan"	62.3
650	"fan"	62.8
651	"fan"	62.8
652	"fan"	62.3
653	"fan"	62.8
654	"fan"	62.3
655	"fan"	62.3
656	"fan"	62.3
657	"fan"	62.3
658	"fan"	62.8
659	"fan"	62.3
660	"fan"	62.3
661	"fan"	62.3
662	"fan"	62.8
663	"fan"	62.8
664	"fan"	62.3
665	"fan"	62.3
666	"fan"	62.3
667	"fan"	62.3
668	"fan"	62.3
669	"fan"	62.8
670	"fan"	62.3
671	"fan"	62.3
672	"fan"	62.3
673	"fan"	62.3
674	"fan"	62.3
675	"fan"	63.4
676	"fan"	62.3
677	"fan"	62.3
678	"fan"	62.3
679	"fan"	62.8
680	"fan"	62.3
681	"fan"	62.3
682	"fan"	62.3
683	"fan"	62.8
684	"fan"	62.3
685	"fan"	62.3
686	"fan"	62.3
687	"fan"	62.8
688	"fan"	62.3
689	"fan"	62.8
690	"fan"	62.8
691	"fan"	62.3
692	"fan"	62.3
693	"fan"	62.3
694	"fan"	62.3
695	"fan"	62.3
696	"fan"	62.3
697	"fan"	62.8
698	"fan"	63.4
699	"fan"	62.3
700	"fan"	62.8
701	"fan"	63.4
702	"fan"	62.3
703	"fan"	62.8
704	"fan"	62.3
705	"fan"	62.3
706	"fan"	62.3
707	"fan"	62.3
708	"fan"	62.8
709	"fan"	62.8
710	"fan"	63.4
711	"fan"	62.8
712	"fan"	62.3
713	"fan"	62.3
714	"fan"	62.8
715	"fan"	62.8
716	"fan"	62.8
717	"fan"	62.8
718	"fan"	62.3
719	"fan"	62.3
720	"fan"	62.8
1	"heat.sink"	45.1
2	"heat.sink"	45.1
3	"heat.sink"	45.1
4	"heat.sink"	45.6
5	"heat.sink"	45.1
6	"heat.sink"	45.1
7	"heat.sink"	45.1
8	"heat.sink"	45.1
9	"heat.sink"	45.1
10	"heat.sink"	45.1
11	"heat.sink"	45.1
12	"heat.sink"	45.1
13	"heat.sink"	45.6
14	"heat.sink"	45.1
15	"heat.sink"	45.6
16	"heat.sink"	45.1
17	"heat.sink"	45.6
18	"heat.sink"	45.1
19	"heat.sink"	45.1
20	"heat.sink"	45.6
21	"heat.sink"	48.3
22	"heat.sink"	48.3
23	"heat.sink"	49.9
24	"heat.sink"	49.9
25	"heat.sink"	51
26	"heat.sink"	51.5
27	"heat.sink"	51.5
28	"heat.sink"	52.1
29	"heat.sink"	52.1
30	"heat.sink"	52.6
31	"heat.sink"	52.1
32	"heat.sink"	52.6
33	"heat.sink"	53.7
34	"heat.sink"	53.7
35	"heat.sink"	53.7
36	"heat.sink"	54.2
37	"heat.sink"	54.8
38	"heat.sink"	54.8
39	"heat.sink"	54.8
40	"heat.sink"	54.8
41	"heat.sink"	54.8
42	"heat.sink"	55.3
43	"heat.sink"	55.8
44	"heat.sink"	55.8
45	"heat.sink"	55.3
46	"heat.sink"	55.8
47	"heat.sink"	56.4
48	"heat.sink"	56.4
49	"heat.sink"	56.9
50	"heat.sink"	56.9
51	"heat.sink"	57.5
52	"heat.sink"	56.9
53	"heat.sink"	58
54	"heat.sink"	58
55	"heat.sink"	56.9
56	"heat.sink"	58
57	"heat.sink"	58
58	"heat.sink"	58.5
59	"heat.sink"	58
60	"heat.sink"	58
61	"heat.sink"	59.1
62	"heat.sink"	58.5
63	"heat.sink"	58
64	"heat.sink"	58.5
65	"heat.sink"	59.1
66	"heat.sink"	60.1
67	"heat.sink"	59.1
68	"heat.sink"	59.1
69	"heat.sink"	60.1
70	"heat.sink"	60.1
71	"heat.sink"	60.1
72	"heat.sink"	60.1
73	"heat.sink"	60.1
74	"heat.sink"	60.7
75	"heat.sink"	60.1
76	"heat.sink"	60.7
77	"heat.sink"	61.2
78	"heat.sink"	61.2
79	"heat.sink"	61.2
80	"heat.sink"	62.3
81	"heat.sink"	61.2
82	"heat.sink"	61.2
83	"heat.sink"	62.3
84	"heat.sink"	62.3
85	"heat.sink"	61.8
86	"heat.sink"	61.8
87	"heat.sink"	62.3
88	"heat.sink"	62.8
89	"heat.sink"	62.3
90	"heat.sink"	62.3
91	"heat.sink"	62.3
92	"heat.sink"	62.8
93	"heat.sink"	62.8
94	"heat.sink"	62.8
95	"heat.sink"	62.8
96	"heat.sink"	62.8
97	"heat.sink"	63.4
98	"heat.sink"	64.5
99	"heat.sink"	63.4
100	"heat.sink"	63.4
101	"heat.sink"	63.9
102	"heat.sink"	63.9
103	"heat.sink"	63.9
104	"heat.sink"	63.9
105	"heat.sink"	65
106	"heat.sink"	64.5
107	"heat.sink"	65
108	"heat.sink"	64.5
109	"heat.sink"	64.5
110	"heat.sink"	64.5
111	"heat.sink"	65
112	"heat.sink"	65
113	"heat.sink"	65.5
114	"heat.sink"	65
115	"heat.sink"	65.5
116	"heat.sink"	65.5
117	"heat.sink"	65.5
118	"heat.sink"	65.5
119	"heat.sink"	66.1
120	"heat.sink"	65.5
121	"heat.sink"	65.5
122	"heat.sink"	65.5
123	"heat.sink"	66.1
124	"heat.sink"	66.1
125	"heat.sink"	66.1
126	"heat.sink"	66.6
127	"heat.sink"	66.6
128	"heat.sink"	66.1
129	"heat.sink"	66.6
130	"heat.sink"	65.5
131	"heat.sink"	66.6
132	"heat.sink"	66.6
133	"heat.sink"	66.6
134	"heat.sink"	67.1
135	"heat.sink"	66.6
136	"heat.sink"	66.6
137	"heat.sink"	67.1
138	"heat.sink"	67.1
139	"heat.sink"	67.7
140	"heat.sink"	67.1
141	"heat.sink"	67.1
142	"heat.sink"	67.1
143	"heat.sink"	67.7
144	"heat.sink"	67.1
145	"heat.sink"	67.7
146	"heat.sink"	67.7
147	"heat.sink"	67.7
148	"heat.sink"	67.7
149	"heat.sink"	67.7
150	"heat.sink"	68.2
151	"heat.sink"	67.7
152	"heat.sink"	68.8
153	"heat.sink"	68.8
154	"heat.sink"	67.7
155	"heat.sink"	68.2
156	"heat.sink"	68.8
157	"heat.sink"	69.8
158	"heat.sink"	68.8
159	"heat.sink"	68.8
160	"heat.sink"	69.3
161	"heat.sink"	68.8
162	"heat.sink"	68.8
163	"heat.sink"	69.3
164	"heat.sink"	69.3
165	"heat.sink"	69.3
166	"heat.sink"	69.3
167	"heat.sink"	69.8
168	"heat.sink"	69.3
169	"heat.sink"	69.8
170	"heat.sink"	69.8
171	"heat.sink"	69.8
172	"heat.sink"	69.3
173	"heat.sink"	69.8
174	"heat.sink"	69.8
175	"heat.sink"	69.8
176	"heat.sink"	69.8
177	"heat.sink"	69.8
178	"heat.sink"	69.8
179	"heat.sink"	69.8
180	"heat.sink"	69.8
181	"heat.sink"	70.9
182	"heat.sink"	69.8
183	"heat.sink"	70.4
184	"heat.sink"	70.4
185	"heat.sink"	70.4
186	"heat.sink"	70.9
187	"heat.sink"	70.4
188	"heat.sink"	70.4
189	"heat.sink"	70.9
190	"heat.sink"	70.9
191	"heat.sink"	70.4
192	"heat.sink"	70.9
193	"heat.sink"	70.4
194	"heat.sink"	70.9
195	"heat.sink"	70.9
196	"heat.sink"	70.9
197	"heat.sink"	70.9
198	"heat.sink"	70.9
199	"heat.sink"	70.9
200	"heat.sink"	70.9
201	"heat.sink"	70.9
202	"heat.sink"	70.9
203	"heat.sink"	70.9
204	"heat.sink"	70.9
205	"heat.sink"	71.4
206	"heat.sink"	70.9
207	"heat.sink"	70.9
208	"heat.sink"	70.9
209	"heat.sink"	71.4
210	"heat.sink"	70.9
211	"heat.sink"	70.9
212	"heat.sink"	71.4
213	"heat.sink"	72
214	"heat.sink"	72
215	"heat.sink"	71.4
216	"heat.sink"	72
217	"heat.sink"	71.4
218	"heat.sink"	72
219	"heat.sink"	72.5
220	"heat.sink"	72
221	"heat.sink"	72
222	"heat.sink"	72
223	"heat.sink"	72.5
224	"heat.sink"	72
225	"heat.sink"	71.4
226	"heat.sink"	72
227	"heat.sink"	72.5
228	"heat.sink"	72.5
229	"heat.sink"	72.5
230	"heat.sink"	72.5
231	"heat.sink"	73.1
232	"heat.sink"	72
233	"heat.sink"	72
234	"heat.sink"	72.5
235	"heat.sink"	72.5
236	"heat.sink"	72.5
237	"heat.sink"	73.1
238	"heat.sink"	72.5
239	"heat.sink"	73.1
240	"heat.sink"	72.5
241	"heat.sink"	73.1
242	"heat.sink"	73.1
243	"heat.sink"	73.1
244	"heat.sink"	73.1
245	"heat.sink"	73.6
246	"heat.sink"	72.5
247	"heat.sink"	73.1
248	"heat.sink"	73.1
249	"heat.sink"	73.1
250	"heat.sink"	73.1
251	"heat.sink"	73.1
252	"heat.sink"	73.1
253	"heat.sink"	73.6
254	"heat.sink"	73.6
255	"heat.sink"	73.1
256	"heat.sink"	73.6
257	"heat.sink"	73.1
258	"heat.sink"	73.1
259	"heat.sink"	73.1
260	"heat.sink"	73.6
261	"heat.sink"	73.6
262	"heat.sink"	73.1
263	"heat.sink"	73.6
264	"heat.sink"	73.6
265	"heat.sink"	74.1
266	"heat.sink"	74.1
267	"heat.sink"	73.6
268	"heat.sink"	73.6
269	"heat.sink"	73.1
270	"heat.sink"	74.1
271	"heat.sink"	73.6
272	"heat.sink"	74.1
273	"heat.sink"	74.1
274	"heat.sink"	73.6
275	"heat.sink"	74.1
276	"heat.sink"	74.1
277	"heat.sink"	73.6
278	"heat.sink"	74.1
279	"heat.sink"	73.6
280	"heat.sink"	73.6
281	"heat.sink"	73.6
282	"heat.sink"	74.7
283	"heat.sink"	74.1
284	"heat.sink"	74.1
285	"heat.sink"	74.1
286	"heat.sink"	73.6
287	"heat.sink"	74.1
288	"heat.sink"	73.6
289	"heat.sink"	73.6
290	"heat.sink"	73.6
291	"heat.sink"	74.1
292	"heat.sink"	75.2
293	"heat.sink"	74.1
294	"heat.sink"	74.1
295	"heat.sink"	74.1
296	"heat.sink"	74.1
297	"heat.sink"	74.1
298	"heat.sink"	74.1
299	"heat.sink"	74.7
300	"heat.sink"	74.7
301	"heat.sink"	74.1
302	"heat.sink"	74.1
303	"heat.sink"	74.7
304	"heat.sink"	74.1
305	"heat.sink"	74.7
306	"heat.sink"	75.2
307	"heat.sink"	74.1
308	"heat.sink"	75.2
309	"heat.sink"	75.2
310	"heat.sink"	73.6
311	"heat.sink"	74.1
312	"heat.sink"	75.2
313	"heat.sink"	74.1
314	"heat.sink"	74.1
315	"heat.sink"	74.7
316	"heat.sink"	75.2
317	"heat.sink"	75.2
318	"heat.sink"	75.2
319	"heat.sink"	75.2
320	"heat.sink"	74.1
321	"heat.sink"	75.2
322	"heat.sink"	74.7
323	"heat.sink"	75.2
324	"heat.sink"	75.2
325	"heat.sink"	75.2
326	"heat.sink"	75.2
327	"heat.sink"	75.2
328	"heat.sink"	74.7
329	"heat.sink"	75.2
330	"heat.sink"	75.2
331	"heat.sink"	74.7
332	"heat.sink"	75.2
333	"heat.sink"	74.7
334	"heat.sink"	75.2
335	"heat.sink"	75.2
336	"heat.sink"	75.2
337	"heat.sink"	75.2
338	"heat.sink"	75.2
339	"heat.sink"	75.2
340	"heat.sink"	75.2
341	"heat.sink"	75.2
342	"heat.sink"	75.8
343	"heat.sink"	75.8
344	"heat.sink"	75.8
345	"heat.sink"	75.2
346	"heat.sink"	75.8
347	"heat.sink"	76.3
348	"heat.sink"	75.8
349	"heat.sink"	75.2
350	"heat.sink"	75.2
351	"heat.sink"	75.8
352	"heat.sink"	75.2
353	"heat.sink"	75.8
354	"heat.sink"	75.2
355	"heat.sink"	75.8
356	"heat.sink"	75.8
357	"heat.sink"	76.3
358	"heat.sink"	75.2
359	"heat.sink"	75.2
360	"heat.sink"	76.3
361	"heat.sink"	75.8
362	"heat.sink"	75.2
363	"heat.sink"	75.2
364	"heat.sink"	75.2
365	"heat.sink"	75.2
366	"heat.sink"	76.3
367	"heat.sink"	75.2
368	"heat.sink"	75.8
369	"heat.sink"	76.3
370	"heat.sink"	75.8
371	"heat.sink"	75.8
372	"heat.sink"	75.2
373	"heat.sink"	75.8
374	"heat.sink"	75.8
375	"heat.sink"	75.2
376	"heat.sink"	75.8
377	"heat.sink"	75.8
378	"heat.sink"	76.3
379	"heat.sink"	75.8
380	"heat.sink"	76.3
381	"heat.sink"	76.3
382	"heat.sink"	75.2
383	"heat.sink"	76.3
384	"heat.sink"	76.3
385	"heat.sink"	75.8
386	"heat.sink"	76.3
387	"heat.sink"	76.3
388	"heat.sink"	76.8
389	"heat.sink"	75.2
390	"heat.sink"	75.2
391	"heat.sink"	75.8
392	"heat.sink"	76.3
393	"heat.sink"	76.3
394	"heat.sink"	76.3
395	"heat.sink"	76.3
396	"heat.sink"	75.8
397	"heat.sink"	76.3
398	"heat.sink"	76.3
399	"heat.sink"	76.3
400	"heat.sink"	76.3
401	"heat.sink"	76.3
402	"heat.sink"	76.8
403	"heat.sink"	75.8
404	"heat.sink"	76.3
405	"heat.sink"	76.3
406	"heat.sink"	76.3
407	"heat.sink"	76.3
408	"heat.sink"	76.3
409	"heat.sink"	75.8
